nOld,Long,Lat,County,StateCode,State,NationCode,Nation,Group,Order,,,,,,,,,,,
753,-100.1874008,47.85343552,Pierce,ND,North Dakota,ML,Midlands,1993,59521,,,,,,,,,,,
720,-98.5945816,47.92218781,Benson,ND,North Dakota,ML,Midlands,1961,58752,,,,,,,,,,,
719,-98.61749268,47.92791748,Benson,ND,North Dakota,ML,Midlands,1961,58751,,,,,,,,,,,
721,-98.52581787,47.92791748,Benson,ND,North Dakota,ML,Midlands,1961,58753,,,,,,,,,,,
718,-98.64041901,47.93938065,Benson,ND,North Dakota,ML,Midlands,1961,58750,,,,,,,,,,,
712,-98.78938293,47.94510651,Benson,ND,North Dakota,ML,Midlands,1961,58744,,,,,,,,,,,
711,-98.81230164,47.95083618,Benson,ND,North Dakota,ML,Midlands,1961,58743,,,,,,,,,,,
710,-98.81230164,47.96229935,Benson,ND,North Dakota,ML,Midlands,1961,58742,,,,,,,,,,,
709,-98.80084229,47.96229935,Benson,ND,North Dakota,ML,Midlands,1961,58741,,,,,,,,,,,
717,-98.6576004,47.96229935,Benson,ND,North Dakota,ML,Midlands,1961,58749,,,,,,,,,,,
713,-98.76073456,47.96802521,Benson,ND,North Dakota,ML,Midlands,1961,58745,,,,,,,,,,,
714,-98.73208618,47.97375488,Benson,ND,North Dakota,ML,Midlands,1961,58746,,,,,,,,,,,
708,-98.80084229,47.97948837,Benson,ND,North Dakota,ML,Midlands,1961,58740,,,,,,,,,,,
693,-99.01283264,47.98521423,Benson,ND,North Dakota,ML,Midlands,1961,58725,,,,,,,,,,,
707,-98.78365326,47.98521423,Benson,ND,North Dakota,ML,Midlands,1961,58739,,,,,,,,,,,
694,-98.98992157,47.99094391,Benson,ND,North Dakota,ML,Midlands,1961,58726,,,,,,,,,,,
715,-98.72063446,47.99094391,Benson,ND,North Dakota,ML,Midlands,1961,58747,,,,,,,,,,,
716,-98.69197845,47.99094391,Benson,ND,North Dakota,ML,Midlands,1961,58748,,,,,,,,,,,
706,-98.78938293,47.99667358,Benson,ND,North Dakota,ML,Midlands,1961,58738,,,,,,,,,,,
692,-99.02429199,48.00240707,Benson,ND,North Dakota,ML,Midlands,1961,58724,,,,,,,,,,,
695,-98.97845459,48.00240707,Benson,ND,North Dakota,ML,Midlands,1961,58727,,,,,,,,,,,
697,-98.93261719,48.00240707,Benson,ND,North Dakota,ML,Midlands,1961,58729,,,,,,,,,,,
696,-98.96127319,48.00813293,Benson,ND,North Dakota,ML,Midlands,1961,58728,,,,,,,,,,,
699,-98.89824677,48.00813293,Benson,ND,North Dakota,ML,Midlands,1961,58731,,,,,,,,,,,
705,-98.78365326,48.00813293,Benson,ND,North Dakota,ML,Midlands,1961,58737,,,,,,,,,,,
691,-99.01283264,48.01959229,Benson,ND,North Dakota,ML,Midlands,1961,58723,,,,,,,,,,,
698,-98.92689514,48.01959229,Benson,ND,North Dakota,ML,Midlands,1961,58730,,,,,,,,,,,
704,-98.80084229,48.02532196,Benson,ND,North Dakota,ML,Midlands,1961,58736,,,,,,,,,,,
755,-100.2275085,48.03105164,Pierce,ND,North Dakota,ML,Midlands,1993,59523,,,,,,,,,,,
754,-100.1931305,48.03105164,Pierce,ND,North Dakota,ML,Midlands,1993,59522,,,,,,,,,,,
690,-99.01856232,48.03678131,Benson,ND,North Dakota,ML,Midlands,1961,58722,,,,,,,,,,,
700,-98.86959839,48.03678131,Benson,ND,North Dakota,ML,Midlands,1961,58732,,,,,,,,,,,
689,-99.07012939,48.04251099,Benson,ND,North Dakota,ML,Midlands,1961,58721,,,,,,,,,,,
701,-98.85240936,48.04251099,Benson,ND,North Dakota,ML,Midlands,1961,58733,,,,,,,,,,,
702,-98.84095001,48.04824066,Benson,ND,North Dakota,ML,Midlands,1961,58734,,,,,,,,,,,
703,-98.81230164,48.05397034,Benson,ND,North Dakota,ML,Midlands,1961,58735,,,,,,,,,,,
688,-99.07012939,48.08261871,Benson,ND,North Dakota,ML,Midlands,1961,58720,,,,,,,,,,,
686,-99.1159668,48.11699677,Benson,ND,North Dakota,ML,Midlands,1961,58718,,,,,,,,,,,
687,-99.07585907,48.11699677,Benson,ND,North Dakota,ML,Midlands,1961,58719,,,,,,,,,,,
685,-99.12169647,48.13418198,Benson,ND,North Dakota,ML,Midlands,1961,58717,,,,,,,,,,,
684,-99.20191193,48.151371,Benson,ND,North Dakota,ML,Midlands,1961,58716,,,,,,,,,,,
757,-100.2733459,48.37482452,Pierce,ND,North Dakota,ML,Midlands,1993,59525,,,,,,,,,,,
756,-100.2332382,48.37482452,Pierce,ND,North Dakota,ML,Midlands,1993,59524,,,,,,,,,,,
683,-99.19618225,48.37482452,Benson,ND,North Dakota,ML,Midlands,1961,58715,,,,,,,,,,,
775,-99.19618225,48.37482452,Towner,ND,North Dakota,ML,Midlands,2006,59815,,,,,,,,,,,
774,-98.96700287,48.37482452,Towner,ND,North Dakota,ML,Midlands,2006,59814,,,,,,,,,,,
758,-100.2733459,48.54671478,Pierce,ND,North Dakota,ML,Midlands,1993,59526,,,,,,,,,,,
751,-100.1358337,48.54671478,Pierce,ND,North Dakota,ML,Midlands,1993,59513,,,,,,,,,,,
759,-100.1358337,48.54671478,Pierce,ND,North Dakota,ML,Midlands,1993,59527,,,,,,,,,,,
760,-100.1358337,48.54671478,Rolette,ND,North Dakota,ML,Midlands,1998,59625,,,,,,,,,,,
773,-98.96700287,48.54671478,Towner,ND,North Dakota,ML,Midlands,2006,59813,,,,,,,,,,,
771,-98.98992157,48.71287155,Towner,ND,North Dakota,ML,Midlands,2006,59811,,,,,,,,,,,
772,-98.96700287,48.71287155,Towner,ND,North Dakota,ML,Midlands,2006,59812,,,,,,,,,,,
762,-100.1816711,48.71860123,Rolette,ND,North Dakota,ML,Midlands,1998,59627,,,,,,,,,,,
761,-100.1415634,48.7243309,Rolette,ND,North Dakota,ML,Midlands,1998,59626,,,,,,,,,,,
763,-100.1874008,48.9993515,Rolette,ND,North Dakota,ML,Midlands,1998,59628,,,,,,,,,,,
770,-98.99565125,48.9993515,Towner,ND,North Dakota,ML,Midlands,2006,59810,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
722,-98.52581787,47.85343552,Benson,ND,North Dakota,ML,Midlands,1961,58754,,,,,,,,,,,
728,-98.52581787,47.85343552,Eddy,ND,North Dakota,ML,Midlands,1972,58925,,,,,,,,,,,
1336,-98.52581787,43.02912903,Charles Mix,SD,South Dakota,ML,Midlands,2341,69613,,,,,,,,,,,
729,-98.5200882,47.67008972,Eddy,ND,North Dakota,ML,Midlands,1972,58926,,,,,,,,,,,
612,-98.51436615,42.99475479,Boyd,NE,Nebraska,ML,Midlands,1629,49214,,,,,,,,,,,
1335,-98.51436615,42.99475479,Charles Mix,SD,South Dakota,ML,Midlands,2341,69612,,,,,,,,,,,
726,-98.49717712,47.67008972,Eddy,ND,North Dakota,ML,Midlands,1972,58919,,,,,,,,,,,
730,-98.49717712,47.67008972,Eddy,ND,North Dakota,ML,Midlands,1972,58927,,,,,,,,,,,
732,-98.49717712,47.32631302,Foster,ND,North Dakota,ML,Midlands,1974,58967,,,,,,,,,,,
764,-98.49717712,47.32631302,Stutsman,ND,North Dakota,ML,Midlands,2005,59797,,,,,,,,,,,
727,-98.49144745,47.58987427,Eddy,ND,North Dakota,ML,Midlands,1972,58920,,,,,,,,,,,
731,-98.49144745,47.58987427,Foster,ND,North Dakota,ML,Midlands,1974,58966,,,,,,,,,,,
765,-98.46852875,47.32631302,Stutsman,ND,North Dakota,ML,Midlands,2005,59798,,,,,,,,,,,
766,-98.46852875,47.2403717,Stutsman,ND,North Dakota,ML,Midlands,2005,59799,,,,,,,,,,,
767,-98.46279907,46.97680664,Stutsman,ND,North Dakota,ML,Midlands,2005,59800,,,,,,,,,,,
768,-98.43987274,46.97680664,Stutsman,ND,North Dakota,ML,Midlands,2005,59801,,,,,,,,,,,
740,-98.4341507,46.62730408,LaMoure,ND,North Dakota,ML,Midlands,1981,59104,,,,,,,,,,,
743,-98.4341507,46.62730408,LaMoure,ND,North Dakota,ML,Midlands,1981,59110,,,,,,,,,,,
769,-98.4341507,46.62730408,Stutsman,ND,North Dakota,ML,Midlands,2005,59802,,,,,,,,,,,
955,-98.21069336,36.15363693,Major,OK,Oklahoma,ML,Midlands,2146,62397,,,,,,,,,,,
938,-98.10183716,36.15936661,Garfield,OK,Oklahoma,ML,Midlands,2123,61868,,,,,,,,,,,
954,-98.10183716,36.15936661,Major,OK,Oklahoma,ML,Midlands,2146,62396,,,,,,,,,,,
723,-98.02734375,46.28353119,Dickey,ND,North Dakota,ML,Midlands,1969,58868,,,,,,,,,,,
741,-98.02734375,46.62730408,LaMoure,ND,North Dakota,ML,Midlands,1981,59105,,,,,,,,,,,
742,-98.02734375,46.28353119,LaMoure,ND,North Dakota,ML,Midlands,1981,59106,,,,,,,,,,,
724,-98.00443268,46.28353119,Dickey,ND,North Dakota,ML,Midlands,1969,58869,,,,,,,,,,,
725,-97.99297333,45.9397583,Dickey,ND,North Dakota,ML,Midlands,1969,58870,,,,,,,,,,,
1286,-97.99297333,45.9397583,Brown,SD,South Dakota,ML,Midlands,2336,69479,,,,,,,,,,,
1290,-97.99297333,45.9397583,Brown,SD,South Dakota,ML,Midlands,2336,69486,,,,,,,,,,,
1288,-97.98151398,45.58452225,Brown,SD,South Dakota,ML,Midlands,2336,69481,,,,,,,,,,,
1289,-97.98151398,45.24074936,Brown,SD,South Dakota,ML,Midlands,2336,69482,,,,,,,,,,,
1363,-97.98151398,45.14907455,Clark,SD,South Dakota,ML,Midlands,2342,69644,,,,,,,,,,,
1406,-97.98151398,45.24074936,Spink,SD,South Dakota,ML,Midlands,2387,70595,,,,,,,,,,,
1407,-97.98151398,45.14907455,Spink,SD,South Dakota,ML,Midlands,2387,70596,,,,,,,,,,,
1287,-97.9757843,45.93402481,Brown,SD,South Dakota,ML,Midlands,2336,69480,,,,,,,,,,,
937,-97.66638184,36.14790726,Garfield,OK,Oklahoma,ML,Midlands,2123,61867,,,,,,,,,,,
1364,-97.50595856,45.15480423,Clark,SD,South Dakota,ML,Midlands,2342,69645,,,,,,,,,,,
1365,-97.50595856,44.89697266,Clark,SD,South Dakota,ML,Midlands,2342,69646,,,,,,,,,,,
1367,-97.48876953,44.80530167,Clark,SD,South Dakota,ML,Midlands,2342,69648,,,,,,,,,,,
1368,-97.48876953,44.54174042,Clark,SD,South Dakota,ML,Midlands,2342,69649,,,,,,,,,,,
1382,-97.48876953,44.54174042,Kingsbury,SD,South Dakota,ML,Midlands,2368,70144,,,,,,,,,,,
1385,-97.48876953,44.54174042,Kingsbury,SD,South Dakota,ML,Midlands,2368,70150,,,,,,,,,,,
1366,-97.48303986,44.89697266,Clark,SD,South Dakota,ML,Midlands,2342,69647,,,,,,,,,,,
936,-97.46012115,36.15363693,Garfield,OK,Oklahoma,ML,Midlands,2123,61866,,,,,,,,,,,
957,-97.46012115,36.15363693,Noble,OK,Oklahoma,ML,Midlands,2151,62504,,,,,,,,,,,
973,-97.46012115,36.15363693,Noble,OK,Oklahoma,ML,Midlands,2151,62523,,,,,,,,,,,
972,-97.3627243,36.15363693,Noble,OK,Oklahoma,ML,Midlands,2151,62522,,,,,,,,,,,
332,-97.17363739,36.99588394,Sumner,KS,Kansas,ML,Midlands,949,27395,,,,,,,,,,,
334,-97.17363739,36.99588394,Sumner,KS,Kansas,ML,Midlands,949,27401,,,,,,,,,,,
939,-97.17363739,36.99588394,Kay,OK,Oklahoma,ML,Midlands,2135,62130,,,,,,,,,,,
282,-97.16790771,38.07304382,Harvey,KS,Kansas,ML,Midlands,893,26800,,,,,,,,,,,
283,-97.16790771,37.90115738,Harvey,KS,Kansas,ML,Midlands,893,26801,,,,,,,,,,,
284,-97.16790771,38.07304382,Harvey,KS,Kansas,ML,Midlands,893,26806,,,,,,,,,,,
290,-97.16790771,38.07304382,Marion,KS,Kansas,ML,Midlands,911,26993,,,,,,,,,,,
319,-97.16790771,37.90115738,Sedgwick,KS,Kansas,ML,Midlands,940,27318,,,,,,,,,,,
320,-97.16790771,37.44852066,Sedgwick,KS,Kansas,ML,Midlands,940,27319,,,,,,,,,,,
333,-97.16790771,37.44852066,Sumner,KS,Kansas,ML,Midlands,949,27400,,,,,,,,,,,
971,-97.15072632,36.16509628,Noble,OK,Oklahoma,ML,Midlands,2151,62521,,,,,,,,,,,
970,-97.14499664,36.23384857,Noble,OK,Oklahoma,ML,Midlands,2151,62520,,,,,,,,,,,
1383,-97.12207031,44.54174042,Kingsbury,SD,South Dakota,ML,Midlands,2368,70145,,,,,,,,,,,
1384,-97.12207031,44.20369339,Kingsbury,SD,South Dakota,ML,Midlands,2368,70146,,,,,,,,,,,
1386,-97.12207031,44.20369339,Lake,SD,South Dakota,ML,Midlands,2369,70153,,,,,,,,,,,
1389,-97.11061859,43.84845734,Lake,SD,South Dakota,ML,Midlands,2369,70156,,,,,,,,,,,
1401,-97.11061859,43.84845734,McCook,SD,South Dakota,ML,Midlands,2373,70309,,,,,,,,,,,
1402,-97.11061859,43.49895477,McCook,SD,South Dakota,ML,Midlands,2373,70310,,,,,,,,,,,
1403,-97.11061859,43.84845734,McCook,SD,South Dakota,ML,Midlands,2373,70315,,,,,,,,,,,
1408,-97.11061859,43.49895477,Turner,SD,South Dakota,ML,Midlands,2392,70765,,,,,,,,,,,
951,-97.07624054,36.67502975,Kay,OK,Oklahoma,ML,Midlands,2135,62142,,,,,,,,,,,
950,-97.05905151,36.69794846,Kay,OK,Oklahoma,ML,Midlands,2135,62141,,,,,,,,,,,
952,-97.05905151,36.63492203,Kay,OK,Oklahoma,ML,Midlands,2135,62143,,,,,,,,,,,
953,-97.05332184,36.61200333,Kay,OK,Oklahoma,ML,Midlands,2135,62144,,,,,,,,,,,
958,-97.05332184,36.61200333,Noble,OK,Oklahoma,ML,Midlands,2151,62508,,,,,,,,,,,
959,-97.04759216,36.5948143,Noble,OK,Oklahoma,ML,Midlands,2151,62509,,,,,,,,,,,
966,-97.03613281,36.5031395,Noble,OK,Oklahoma,ML,Midlands,2151,62516,,,,,,,,,,,
967,-97.03613281,36.33125305,Noble,OK,Oklahoma,ML,Midlands,2151,62517,,,,,,,,,,,
949,-97.01894379,36.70940399,Kay,OK,Oklahoma,ML,Midlands,2135,62140,,,,,,,,,,,
964,-97.00748444,36.5260582,Noble,OK,Oklahoma,ML,Midlands,2151,62514,,,,,,,,,,,
965,-97.00748444,36.49741364,Noble,OK,Oklahoma,ML,Midlands,2151,62515,,,,,,,,,,,
960,-96.99602509,36.58335495,Noble,OK,Oklahoma,ML,Midlands,2151,62510,,,,,,,,,,,
948,-96.96164703,36.69794846,Kay,OK,Oklahoma,ML,Midlands,2135,62139,,,,,,,,,,,
963,-96.94445801,36.5489769,Noble,OK,Oklahoma,ML,Midlands,2151,62513,,,,,,,,,,,
961,-96.92153931,36.60054398,Noble,OK,Oklahoma,ML,Midlands,2151,62511,,,,,,,,,,,
968,-96.92153931,36.33125305,Noble,OK,Oklahoma,ML,Midlands,2151,62518,,,,,,,,,,,
969,-96.91580963,36.23384857,Noble,OK,Oklahoma,ML,Midlands,2151,62519,,,,,,,,,,,
1390,-96.91580963,43.49895477,Lincoln,SD,South Dakota,ML,Midlands,2371,70173,,,,,,,,,,,
1409,-96.91580963,43.49895477,Turner,SD,South Dakota,ML,Midlands,2392,70766,,,,,,,,,,,
947,-96.91008759,36.72086716,Kay,OK,Oklahoma,ML,Midlands,2135,62138,,,,,,,,,,,
946,-96.90435028,36.75524139,Kay,OK,Oklahoma,ML,Midlands,2135,62137,,,,,,,,,,,
962,-96.88716125,36.57762527,Noble,OK,Oklahoma,ML,Midlands,2151,62512,,,,,,,,,,,
945,-96.86997986,36.76670456,Kay,OK,Oklahoma,ML,Midlands,2135,62136,,,,,,,,,,,
1388,-96.86997986,43.84845734,Lake,SD,South Dakota,ML,Midlands,2369,70155,,,,,,,,,,,
289,-96.86425018,38.07304382,Marion,KS,Kansas,ML,Midlands,911,26992,,,,,,,,,,,
296,-96.86425018,38.07304382,Marion,KS,Kansas,ML,Midlands,911,27004,,,,,,,,,,,
295,-96.8527832,38.22201538,Marion,KS,Kansas,ML,Midlands,911,27003,,,,,,,,,,,
1387,-96.8527832,44.20369339,Lake,SD,South Dakota,ML,Midlands,2369,70154,,,,,,,,,,,
294,-96.84705353,38.22774506,Marion,KS,Kansas,ML,Midlands,911,27002,,,,,,,,,,,
293,-96.84132385,38.34806824,Marion,KS,Kansas,ML,Midlands,911,27001,,,,,,,,,,,
291,-96.82987213,38.51422501,Marion,KS,Kansas,ML,Midlands,911,26999,,,,,,,,,,,
292,-96.82987213,38.3537941,Marion,KS,Kansas,ML,Midlands,911,27000,,,,,,,,,,,
305,-96.82987213,38.51422501,Morris,KS,Kansas,ML,Midlands,917,27054,,,,,,,,,,,
943,-96.78403473,36.78961945,Kay,OK,Oklahoma,ML,Midlands,2135,62134,,,,,,,,,,,
944,-96.78403473,36.7781601,Kay,OK,Oklahoma,ML,Midlands,2135,62135,,,,,,,,,,,
942,-96.74964905,36.79534912,Kay,OK,Oklahoma,ML,Midlands,2135,62133,,,,,,,,,,,
940,-96.743927,36.99588394,Kay,OK,Oklahoma,ML,Midlands,2135,62131,,,,,,,,,,,
941,-96.743927,36.92140198,Kay,OK,Oklahoma,ML,Midlands,2135,62132,,,,,,,,,,,
1392,-96.59495544,43.45312119,Lincoln,SD,South Dakota,ML,Midlands,2371,70175,,,,,,,,,,,
1391,-96.58349609,43.49895477,Lincoln,SD,South Dakota,ML,Midlands,2371,70174,,,,,,,,,,,
1393,-96.57203674,43.42447281,Lincoln,SD,South Dakota,ML,Midlands,2371,70176,,,,,,,,,,,
1399,-96.57203674,43.28123093,Lincoln,SD,South Dakota,ML,Midlands,2371,70182,,,,,,,,,,,
266,-96.56057739,43.25831223,Sioux,IA,Iowa,ML,Midlands,838,26259,,,,,,,,,,,
1400,-96.56057739,43.25831223,Lincoln,SD,South Dakota,ML,Midlands,2371,70183,,,,,,,,,,,
1398,-96.55484772,43.29841995,Lincoln,SD,South Dakota,ML,Midlands,2371,70181,,,,,,,,,,,
1394,-96.53765869,43.39582062,Lincoln,SD,South Dakota,ML,Midlands,2371,70177,,,,,,,,,,,
1397,-96.53192902,43.3098793,Lincoln,SD,South Dakota,ML,Midlands,2371,70180,,,,,,,,,,,
1396,-96.51473999,43.33852768,Lincoln,SD,South Dakota,ML,Midlands,2371,70179,,,,,,,,,,,
1395,-96.50901031,43.37863541,Lincoln,SD,South Dakota,ML,Midlands,2371,70178,,,,,,,,,,,
303,-96.35430908,38.7204895,Morris,KS,Kansas,ML,Midlands,917,27052,,,,,,,,,,,
304,-96.35430908,38.50849533,Morris,KS,Kansas,ML,Midlands,917,27053,,,,,,,,,,,
336,-96.35430908,38.7204895,Wabaunsee,KS,Kansas,ML,Midlands,952,27443,,,,,,,,,,,
309,-95.96470642,38.4225502,Osage,KS,Kansas,ML,Midlands,923,27103,,,,,,,,,,,
310,-95.95897675,38.7204895,Osage,KS,Kansas,ML,Midlands,923,27104,,,,,,,,,,,
335,-95.95897675,38.7204895,Wabaunsee,KS,Kansas,ML,Midlands,952,27442,,,,,,,,,,,
234,-95.86156464,43.2640419,O'Brien,IA,Iowa,ML,Midlands,825,26075,,,,,,,,,,,
236,-95.86156464,43.2640419,O'Brien,IA,Iowa,ML,Midlands,825,26079,,,,,,,,,,,
265,-95.86156464,43.2640419,Sioux,IA,Iowa,ML,Midlands,838,26240,,,,,,,,,,,
267,-95.86156464,43.2640419,Sioux,IA,Iowa,ML,Midlands,838,26260,,,,,,,,,,,
273,-95.52352142,38.39390182,Franklin,KS,Kansas,ML,Midlands,883,26706,,,,,,,,,,,
274,-95.52352142,38.42827988,Franklin,KS,Kansas,ML,Midlands,883,26707,,,,,,,,,,,
308,-95.52352142,38.42827988,Osage,KS,Kansas,ML,Midlands,923,27102,,,,,,,,,,,
198,-95.39173889,43.2640419,Clay,IA,Iowa,ML,Midlands,775,25487,,,,,,,,,,,
235,-95.39173889,43.2640419,O'Brien,IA,Iowa,ML,Midlands,825,26076,,,,,,,,,,,
272,-95.08234406,38.39390182,Franklin,KS,Kansas,ML,Midlands,883,26705,,,,,,,,,,,
300,-95.08234406,38.39390182,Miami,KS,Kansas,ML,Midlands,914,27026,,,,,,,,,,,
199,-94.92192078,43.2640419,Clay,IA,Iowa,ML,Midlands,775,25488,,,,,,,,,,,
237,-94.92192078,43.2640419,Palo Alto,IA,Iowa,ML,Midlands,828,26100,,,,,,,,,,,
301,-94.61824799,38.47984314,Miami,KS,Kansas,ML,Midlands,914,27029,,,,,,,,,,,
448,-94.61824799,38.47984314,Cass,MO,Missouri,ML,Midlands,1468,44260,,,,,,,,,,,
460,-94.61824799,38.47984314,Cass,MO,Missouri,ML,Midlands,1468,44278,,,,,,,,,,,
299,-94.61251831,38.39390182,Miami,KS,Kansas,ML,Midlands,914,27025,,,,,,,,,,,
302,-94.61251831,38.39390182,Miami,KS,Kansas,ML,Midlands,914,27030,,,,,,,,,,,
238,-94.4520874,43.2640419,Palo Alto,IA,Iowa,ML,Midlands,828,26101,,,,,,,,,,,
211,-94.44063568,42.92026901,Humboldt,IA,Iowa,ML,Midlands,800,25786,,,,,,,,,,,
239,-94.44063568,42.92026901,Palo Alto,IA,Iowa,ML,Midlands,828,26102,,,,,,,,,,,
240,-94.44063568,42.92026901,Pocahontas,IA,Iowa,ML,Midlands,830,26121,,,,,,,,,,,
459,-94.30885315,38.4683876,Cass,MO,Missouri,ML,Midlands,1468,44277,,,,,,,,,,,
458,-94.28593445,38.45692444,Cass,MO,Missouri,ML,Midlands,1468,44276,,,,,,,,,,,
457,-94.26874542,38.4454689,Cass,MO,Missouri,ML,Midlands,1468,44275,,,,,,,,,,,
456,-94.22290802,38.4454689,Cass,MO,Missouri,ML,Midlands,1468,44274,,,,,,,,,,,
455,-94.1885376,38.4454689,Cass,MO,Missouri,ML,Midlands,1468,44273,,,,,,,,,,,
454,-94.12550354,38.4454689,Cass,MO,Missouri,ML,Midlands,1468,44272,,,,,,,,,,,
453,-94.11405182,38.45119858,Cass,MO,Missouri,ML,Midlands,1468,44271,,,,,,,,,,,
452,-94.08539581,38.4454689,Cass,MO,Missouri,ML,Midlands,1468,44270,,,,,,,,,,,
451,-94.07393646,38.45119858,Cass,MO,Missouri,ML,Midlands,1468,44269,,,,,,,,,,,
449,-94.06821442,38.57151794,Cass,MO,Missouri,ML,Midlands,1468,44267,,,,,,,,,,,
450,-94.06821442,38.46265793,Cass,MO,Missouri,ML,Midlands,1468,44268,,,,,,,,,,,
491,-94.06821442,38.57151794,Johnson,MO,Missouri,ML,Midlands,1500,44843,,,,,,,,,,,
207,-93.97080994,42.91453934,Hancock,IA,Iowa,ML,Midlands,795,25728,,,,,,,,,,,
208,-93.97080994,43.25831223,Hancock,IA,Iowa,ML,Midlands,795,25729,,,,,,,,,,,
210,-93.97080994,42.91453934,Humboldt,IA,Iowa,ML,Midlands,800,25783,,,,,,,,,,,
212,-93.97080994,42.91453934,Humboldt,IA,Iowa,ML,Midlands,800,25787,,,,,,,,,,,
268,-93.97080994,42.91453934,Wright,IA,Iowa,ML,Midlands,853,26403,,,,,,,,,,,
490,-93.51817322,38.56005859,Johnson,MO,Missouri,ML,Midlands,1500,44842,,,,,,,,,,,
492,-93.51817322,38.56005859,Johnson,MO,Missouri,ML,Midlands,1500,44854,,,,,,,,,,,
533,-93.51817322,38.51995087,Pettis,MO,Missouri,ML,Midlands,1529,45446,,,,,,,,,,,
534,-93.51817322,38.56005859,Pettis,MO,Missouri,ML,Midlands,1529,45447,,,,,,,,,,,
539,-93.51817322,38.51995087,Pettis,MO,Missouri,ML,Midlands,1529,45457,,,,,,,,,,,
190,-93.50097656,43.2640419,Cerro Gordo,IA,Iowa,ML,Midlands,771,25458,,,,,,,,,,,
193,-93.50097656,43.2640419,Cerro Gordo,IA,Iowa,ML,Midlands,771,25463,,,,,,,,,,,
206,-93.50097656,43.2640419,Hancock,IA,Iowa,ML,Midlands,795,25726,,,,,,,,,,,
209,-93.50097656,43.2640419,Hancock,IA,Iowa,ML,Midlands,795,25730,,,,,,,,,,,
537,-93.29471588,38.53713989,Pettis,MO,Missouri,ML,Midlands,1529,45455,,,,,,,,,,,
538,-93.29471588,38.51422501,Pettis,MO,Missouri,ML,Midlands,1529,45456,,,,,,,,,,,
536,-93.0655365,38.53141403,Pettis,MO,Missouri,ML,Midlands,1529,45454,,,,,,,,,,,
487,-93.05980682,38.69184113,Cooper,MO,Missouri,ML,Midlands,1476,44423,,,,,,,,,,,
489,-93.05980682,38.69184113,Cooper,MO,Missouri,ML,Midlands,1476,44443,,,,,,,,,,,
535,-93.05980682,38.69184113,Pettis,MO,Missouri,ML,Midlands,1529,45453,,,,,,,,,,,
191,-93.02542877,43.25831223,Cerro Gordo,IA,Iowa,ML,Midlands,771,25459,,,,,,,,,,,
192,-93.02542877,43.22393799,Cerro Gordo,IA,Iowa,ML,Midlands,771,25460,,,,,,,,,,,
204,-93.02542877,43.22393799,Floyd,IA,Iowa,ML,Midlands,788,25656,,,,,,,,,,,
517,-92.84207916,38.59443665,Moniteau,MO,Missouri,ML,Midlands,1517,45168,,,,,,,,,,,
488,-92.83062744,38.68610764,Cooper,MO,Missouri,ML,Midlands,1476,44442,,,,,,,,,,,
518,-92.83062744,38.68610764,Moniteau,MO,Missouri,ML,Midlands,1517,45169,,,,,,,,,,,
516,-92.61862946,38.42827988,Moniteau,MO,Missouri,ML,Midlands,1517,45167,,,,,,,,,,,
194,-92.55560303,43.22393799,Chickasaw,IA,Iowa,ML,Midlands,773,25472,,,,,,,,,,,
197,-92.55560303,43.22393799,Chickasaw,IA,Iowa,ML,Midlands,773,25477,,,,,,,,,,,
205,-92.55560303,43.22393799,Floyd,IA,Iowa,ML,Midlands,788,25657,,,,,,,,,,,
467,-92.4925766,38.42827988,Cole,MO,Missouri,ML,Midlands,1475,44389,,,,,,,,,,,
486,-92.4925766,38.42827988,Cole,MO,Missouri,ML,Midlands,1475,44421,,,,,,,,,,,
515,-92.4925766,38.42827988,Moniteau,MO,Missouri,ML,Midlands,1517,45166,,,,,,,,,,,
484,-92.40663147,38.33660507,Cole,MO,Missouri,ML,Midlands,1475,44419,,,,,,,,,,,
485,-92.40663147,38.41682053,Cole,MO,Missouri,ML,Midlands,1475,44420,,,,,,,,,,,
431,-92.33215332,40.31330872,Adair,MO,Missouri,ML,Midlands,1450,43834,,,,,,,,,,,
432,-92.33215332,40.04401779,Adair,MO,Missouri,ML,Midlands,1450,43835,,,,,,,,,,,
511,-92.33215332,40.04401779,Macon,MO,Missouri,ML,Midlands,1510,44998,,,,,,,,,,,
600,-92.33215332,40.31330872,Scotland,MO,Missouri,ML,Midlands,1549,45925,,,,,,,,,,,
512,-92.32641602,39.95807648,Macon,MO,Missouri,ML,Midlands,1510,44999,,,,,,,,,,,
483,-92.30349731,38.33087921,Cole,MO,Missouri,ML,Midlands,1475,44418,,,,,,,,,,,
433,-92.29777527,39.23615265,Boone,MO,Missouri,ML,Midlands,1459,43980,,,,,,,,,,,
542,-92.29777527,39.23615265,Randolph,MO,Missouri,ML,Midlands,1537,45584,,,,,,,,,,,
541,-92.29204559,39.34501266,Randolph,MO,Missouri,ML,Midlands,1537,45583,,,,,,,,,,,
482,-92.28057861,38.33660507,Cole,MO,Missouri,ML,Midlands,1475,44417,,,,,,,,,,,
510,-92.28057861,39.60284424,Macon,MO,Missouri,ML,Midlands,1510,44993,,,,,,,,,,,
514,-92.28057861,39.60284424,Macon,MO,Missouri,ML,Midlands,1510,45001,,,,,,,,,,,
540,-92.28057861,39.60284424,Randolph,MO,Missouri,ML,Midlands,1537,45582,,,,,,,,,,,
