nOld,Long,Lat,County,StateCode,State,NationCode,Nation,Group,Order,NationGroup,n
1,-120.853981,48.9993515,Whatcom,WA,Washington,LC,Left Coast,2930,86613,1,1
2,-120.8769073,48.96497345,Whatcom,WA,Washington,LC,Left Coast,2930,86614,1,2
3,-120.8711777,48.9535141,Whatcom,WA,Washington,LC,Left Coast,2930,86615,1,3
4,-120.8138733,48.9535141,Whatcom,WA,Washington,LC,Left Coast,2930,86616,1,4
5,-120.7795029,48.94778442,Whatcom,WA,Washington,LC,Left Coast,2930,86617,1,5
6,-120.7680435,48.92486572,Whatcom,WA,Washington,LC,Left Coast,2930,86618,1,6
7,-120.7909698,48.90194702,Whatcom,WA,Washington,LC,Left Coast,2930,86619,1,7
8,-120.7852325,48.87902832,Whatcom,WA,Washington,LC,Left Coast,2930,86620,1,8
9,-120.7623215,48.83319092,Whatcom,WA,Washington,LC,Left Coast,2930,86621,1,9
10,-120.7451248,48.79308701,Whatcom,WA,Washington,LC,Left Coast,2930,86622,1,10
11,-120.682106,48.73006058,Whatcom,WA,Washington,LC,Left Coast,2930,86623,1,11
12,-120.6878281,48.70714188,Whatcom,WA,Washington,LC,Left Coast,2930,86624,1,12
14,-120.7222137,48.68422318,Whatcom,WA,Washington,LC,Left Coast,2930,86625,1,13
13,-120.7623215,48.67276382,Whatcom,WA,Washington,LC,Left Coast,2930,86626,1,14
15,-120.7680435,48.64984512,Skagit,WA,Washington,LC,Left Coast,2922,86339,1,15
16,-120.7680435,48.64984512,Whatcom,WA,Washington,LC,Left Coast,2930,86627,1,16
17,-120.7795029,48.62692642,Skagit,WA,Washington,LC,Left Coast,2922,86340,1,17
18,-120.7795029,48.60400772,Skagit,WA,Washington,LC,Left Coast,2922,86341,1,18
19,-120.7336578,48.59255219,Skagit,WA,Washington,LC,Left Coast,2922,86342,1,19
22,-120.7050171,48.57536316,Skagit,WA,Washington,LC,Left Coast,2922,86343,1,20
24,-120.6935577,48.56389999,Skagit,WA,Washington,LC,Left Coast,2922,86344,1,21
20,-120.6935577,48.56389999,Skagit,WA,Washington,LC,Left Coast,2922,86297,1,22
26,-120.7336578,48.55817413,Skagit,WA,Washington,LC,Left Coast,2922,86298,1,23
27,-120.7508621,48.53525543,Skagit,WA,Washington,LC,Left Coast,2922,86299,1,24
23,-120.7852325,48.54098129,Skagit,WA,Washington,LC,Left Coast,2922,86300,1,25
25,-120.8367996,48.56389999,Skagit,WA,Washington,LC,Left Coast,2922,86301,1,26
21,-120.9112854,48.54671478,Skagit,WA,Washington,LC,Left Coast,2922,86302,1,27
28,-120.9800415,48.51806641,Skagit,WA,Washington,LC,Left Coast,2922,86303,1,28
29,-121.0201492,48.49514771,Skagit,WA,Washington,LC,Left Coast,2922,86304,1,29
30,-121.0545197,48.47795868,Skagit,WA,Washington,LC,Left Coast,2922,86305,1,30
31,-121.0545197,48.45504379,Skagit,WA,Washington,LC,Left Coast,2922,86306,1,31
32,-121.0373306,48.43212509,Skagit,WA,Washington,LC,Left Coast,2922,86307,1,32
33,-121.065979,48.39774323,Skagit,WA,Washington,LC,Left Coast,2922,86308,1,33
34,-121.0258713,48.36336899,Skagit,WA,Washington,LC,Left Coast,2922,86309,1,34
35,-121.0373306,48.35190964,Skagit,WA,Washington,LC,Left Coast,2922,86310,1,35
36,-121.0545197,48.34617996,Skagit,WA,Washington,LC,Left Coast,2922,86311,1,36
37,-121.0545197,48.32899094,Skagit,WA,Washington,LC,Left Coast,2922,86312,1,37
38,-121.0316086,48.30607224,Skagit,WA,Washington,LC,Left Coast,2922,86313,1,38
39,-121.0316086,48.30607224,Snohomish,WA,Washington,LC,Left Coast,2924,86389,1,39
40,-121.0144119,48.27169418,Snohomish,WA,Washington,LC,Left Coast,2924,86390,1,40
41,-120.9685822,48.24304581,Snohomish,WA,Washington,LC,Left Coast,2924,86391,1,41
42,-120.9571152,48.1972084,Snohomish,WA,Washington,LC,Left Coast,2924,86392,1,42
43,-120.9227448,48.19147873,Snohomish,WA,Washington,LC,Left Coast,2924,86393,1,43
44,-120.899826,48.16283417,Snohomish,WA,Washington,LC,Left Coast,2924,86394,1,44
45,-120.899826,48.14564514,Snohomish,WA,Washington,LC,Left Coast,2924,86395,1,45
46,-120.9341965,48.13991547,Snohomish,WA,Washington,LC,Left Coast,2924,86396,1,46
47,-120.9341965,48.11126328,Snohomish,WA,Washington,LC,Left Coast,2924,86397,1,47
48,-120.9857635,48.08834457,Snohomish,WA,Washington,LC,Left Coast,2924,86398,1,48
50,-120.9972229,48.04824066,Snohomish,WA,Washington,LC,Left Coast,2924,86399,1,49
49,-121.0373306,48.06542969,Snohomish,WA,Washington,LC,Left Coast,2924,86400,1,50
51,-121.1347427,48.03678131,Snohomish,WA,Washington,LC,Left Coast,2924,86401,1,51
52,-121.1175461,48.00240707,Snohomish,WA,Washington,LC,Left Coast,2924,86402,1,52
53,-121.1347427,47.96802521,Snohomish,WA,Washington,LC,Left Coast,2924,86403,1,53
54,-121.1748505,47.91646194,Snohomish,WA,Washington,LC,Left Coast,2924,86404,1,54
55,-121.1519318,47.87635422,Snohomish,WA,Washington,LC,Left Coast,2924,86405,1,55
56,-121.1519318,47.84770584,Snohomish,WA,Washington,LC,Left Coast,2924,86406,1,56
57,-121.0774384,47.82478714,Snohomish,WA,Washington,LC,Left Coast,2924,86407,1,57
58,-121.0888977,47.77322388,King,WA,Washington,LC,Left Coast,2907,85750,1,58
59,-121.0888977,47.77322388,Snohomish,WA,Washington,LC,Left Coast,2924,86374,1,59
60,-121.0888977,47.77322388,Snohomish,WA,Washington,LC,Left Coast,2924,86408,1,60
61,-121.0774384,47.73884201,King,WA,Washington,LC,Left Coast,2907,85751,1,61
62,-121.0545197,47.69873428,King,WA,Washington,LC,Left Coast,2907,85752,1,62
63,-121.1060867,47.68154907,King,WA,Washington,LC,Left Coast,2907,85753,1,63
64,-121.1290054,47.65863037,King,WA,Washington,LC,Left Coast,2907,85754,1,64
65,-121.1290054,47.61852264,King,WA,Washington,LC,Left Coast,2907,85755,1,65
66,-121.1232834,47.59560394,King,WA,Washington,LC,Left Coast,2907,85691,1,66
67,-121.1232834,47.59560394,King,WA,Washington,LC,Left Coast,2907,85756,1,67
68,-121.1633911,47.57841492,King,WA,Washington,LC,Left Coast,2907,85692,1,68
69,-121.1805725,47.54977036,King,WA,Washington,LC,Left Coast,2907,85693,1,69
70,-121.2149582,47.55549622,King,WA,Washington,LC,Left Coast,2907,85694,1,70
71,-121.2378693,47.51538849,King,WA,Washington,LC,Left Coast,2907,85695,1,71
72,-121.2722473,47.50393295,King,WA,Washington,LC,Left Coast,2907,85696,1,72
73,-121.3008957,47.49246979,King,WA,Washington,LC,Left Coast,2907,85697,1,73
74,-121.3180771,47.46382523,King,WA,Washington,LC,Left Coast,2907,85698,1,74
75,-121.3696442,47.45809555,King,WA,Washington,LC,Left Coast,2907,85699,1,75
76,-121.3811111,47.44090652,King,WA,Washington,LC,Left Coast,2907,85700,1,76
77,-121.3925705,47.41798782,King,WA,Washington,LC,Left Coast,2907,85701,1,77
78,-121.4441376,47.39506912,King,WA,Washington,LC,Left Coast,2907,85702,1,78
79,-121.4498596,47.3778801,King,WA,Washington,LC,Left Coast,2907,85703,1,79
80,-121.4727859,47.3549614,King,WA,Washington,LC,Left Coast,2907,85704,1,80
82,-121.4555969,47.33777237,King,WA,Washington,LC,Left Coast,2907,85705,1,81
81,-121.4326782,47.33204269,King,WA,Washington,LC,Left Coast,2907,85706,1,82
84,-121.4326782,47.29193497,King,WA,Washington,LC,Left Coast,2907,85707,1,83
83,-121.3524628,47.27474976,King,WA,Washington,LC,Left Coast,2907,85708,1,84
85,-121.3410034,47.25756073,King,WA,Washington,LC,Left Coast,2907,85709,1,85
86,-121.3524628,47.22317886,King,WA,Washington,LC,Left Coast,2907,85710,1,86
87,-121.312355,47.20026398,King,WA,Washington,LC,Left Coast,2907,85711,1,87
88,-121.312355,47.13150787,King,WA,Washington,LC,Left Coast,2907,85712,1,88
89,-121.3753815,47.13150787,King,WA,Washington,LC,Left Coast,2907,85713,1,89
90,-121.3925705,47.11431885,King,WA,Washington,LC,Left Coast,2907,85714,1,90
91,-121.3925705,47.09140015,King,WA,Washington,LC,Left Coast,2907,85715,1,91
92,-121.3696442,47.0799408,King,WA,Washington,LC,Left Coast,2907,85716,1,92
93,-121.3696442,47.0799408,Pierce,WA,Washington,LC,Left Coast,2917,86152,1,93
94,-121.3696442,47.0799408,Pierce,WA,Washington,LC,Left Coast,2917,86209,1,94
95,-121.3696442,47.04556274,Pierce,WA,Washington,LC,Left Coast,2917,86153,1,95
96,-121.4040298,47.02837753,Pierce,WA,Washington,LC,Left Coast,2917,86154,1,96
97,-121.4097519,46.99972534,Pierce,WA,Washington,LC,Left Coast,2917,86155,1,97
98,-121.4441376,46.97680664,Pierce,WA,Washington,LC,Left Coast,2917,86156,1,98
99,-121.4498596,46.93097305,Pierce,WA,Washington,LC,Left Coast,2917,86157,1,99
100,-121.478508,46.9195137,Pierce,WA,Washington,LC,Left Coast,2917,86158,1,100
101,-121.4842453,46.88513565,Pierce,WA,Washington,LC,Left Coast,2917,86159,1,101
102,-121.5128937,46.86221695,Pierce,WA,Washington,LC,Left Coast,2917,86160,1,102
103,-121.4498596,46.80492401,Pierce,WA,Washington,LC,Left Coast,2917,86161,1,103
104,-121.4555969,46.77627563,Lewis,WA,Washington,LC,Left Coast,2911,85914,1,104
105,-121.4555969,46.77627563,Pierce,WA,Washington,LC,Left Coast,2917,86162,1,105
106,-121.4441376,46.74762726,Lewis,WA,Washington,LC,Left Coast,2911,85915,1,106
108,-121.4097519,46.71897888,Lewis,WA,Washington,LC,Left Coast,2911,85916,1,107
107,-121.3581848,46.70751953,Lewis,WA,Washington,LC,Left Coast,2911,85917,1,108
109,-121.4154892,46.65595245,Lewis,WA,Washington,LC,Left Coast,2911,85918,1,109
110,-121.3925705,46.63303375,Lewis,WA,Washington,LC,Left Coast,2911,85919,1,110
111,-121.4212189,46.57574081,Lewis,WA,Washington,LC,Left Coast,2911,85920,1,111
112,-121.4154892,46.55855179,Lewis,WA,Washington,LC,Left Coast,2911,85921,1,112
113,-121.4441376,46.54708862,Lewis,WA,Washington,LC,Left Coast,2911,85922,1,113
114,-121.4555969,46.51844406,Lewis,WA,Washington,LC,Left Coast,2911,85923,1,114
115,-121.4326782,46.49552536,Lewis,WA,Washington,LC,Left Coast,2911,85924,1,115
116,-121.4441376,46.47260666,Lewis,WA,Washington,LC,Left Coast,2911,85925,1,116
117,-121.3925705,46.39239502,Lewis,WA,Washington,LC,Left Coast,2911,85926,1,117
118,-121.4097519,46.38093185,Lewis,WA,Washington,LC,Left Coast,2911,85927,1,118
119,-121.524353,46.38093185,Lewis,WA,Washington,LC,Left Coast,2911,85928,1,119
120,-121.524353,46.38093185,Skamania,WA,Washington,LC,Left Coast,2923,86347,1,120
122,-121.5300751,46.11164093,Skamania,WA,Washington,LC,Left Coast,2923,86348,1,121
121,-121.5014267,46.11164093,Skamania,WA,Washington,LC,Left Coast,2923,86349,1,122
123,-121.5014267,46.04288864,Skamania,WA,Washington,LC,Left Coast,2923,86350,1,123
124,-121.6102905,46.03715897,Skamania,WA,Washington,LC,Left Coast,2923,86351,1,124
126,-121.6102905,45.78505707,Skamania,WA,Washington,LC,Left Coast,2923,86352,1,125
125,-121.524353,45.77932739,Skamania,WA,Washington,LC,Left Coast,2923,86353,1,126
127,-121.5472717,45.75067902,Skamania,WA,Washington,LC,Left Coast,2923,86354,1,127
130,-121.524353,45.70484161,Hood River,OR,Oregon,LC,Left Coast,2190,63759,1,128
131,-121.524353,45.70484161,Skamania,WA,Washington,LC,Left Coast,2923,86355,1,129
128,-121.4269409,45.69338608,Hood River,OR,Oregon,LC,Left Coast,2190,63732,1,130
129,-121.4269409,45.69338608,Hood River,OR,Oregon,LC,Left Coast,2190,63760,1,131
132,-121.4269409,45.51576614,Hood River,OR,Oregon,LC,Left Coast,2190,63733,1,132
133,-121.4727859,45.51004028,Hood River,OR,Oregon,LC,Left Coast,2190,63734,1,133
134,-121.4727859,45.24647522,Hood River,OR,Oregon,LC,Left Coast,2190,63735,1,134
135,-121.673317,45.24647522,Clackamas,OR,Oregon,LC,Left Coast,2179,63204,1,135
136,-121.673317,45.24647522,Hood River,OR,Oregon,LC,Left Coast,2190,63736,1,136
137,-121.6561356,45.23501968,Clackamas,OR,Oregon,LC,Left Coast,2179,63205,1,137
138,-121.7420731,45.18345261,Clackamas,OR,Oregon,LC,Left Coast,2179,63206,1,138
140,-121.7306061,45.16053391,Clackamas,OR,Oregon,LC,Left Coast,2179,63207,1,139
139,-121.7019653,45.15480423,Clackamas,OR,Oregon,LC,Left Coast,2179,63208,1,140
141,-121.6962433,45.12615585,Clackamas,OR,Oregon,LC,Left Coast,2179,63209,1,141
142,-121.6561356,45.1146965,Clackamas,OR,Oregon,LC,Left Coast,2179,63210,1,142
143,-121.6503983,45.08604813,Clackamas,OR,Oregon,LC,Left Coast,2179,63211,1,143
144,-121.6618576,45.06312943,Clackamas,OR,Oregon,LC,Left Coast,2179,63212,1,144
145,-121.7019653,45.05740356,Clackamas,OR,Oregon,LC,Left Coast,2179,63213,1,145
146,-121.724884,45.03448486,Clackamas,OR,Oregon,LC,Left Coast,2179,63214,1,146
147,-121.7764511,45.03448486,Clackamas,OR,Oregon,LC,Left Coast,2179,63215,1,147
148,-121.7936401,45.01156616,Clackamas,OR,Oregon,LC,Left Coast,2179,63216,1,148
149,-121.7764511,44.98864746,Clackamas,OR,Oregon,LC,Left Coast,2179,63217,1,149
150,-121.7764511,44.94281006,Clackamas,OR,Oregon,LC,Left Coast,2179,63218,1,150
151,-121.6962433,44.89124298,Clackamas,OR,Oregon,LC,Left Coast,2179,63219,1,151
152,-121.7420731,44.86832428,Clackamas,OR,Oregon,LC,Left Coast,2179,63220,1,152
153,-121.7420731,44.86832428,Marion,OR,Oregon,LC,Left Coast,2200,64166,1,153
154,-121.7306061,44.85113907,Marion,OR,Oregon,LC,Left Coast,2200,64167,1,154
155,-121.7535324,44.82248688,Marion,OR,Oregon,LC,Left Coast,2200,64168,1,155
156,-121.7993622,44.66778946,Linn,OR,Oregon,LC,Left Coast,2197,64031,1,156
157,-121.7993622,44.66778946,Marion,OR,Oregon,LC,Left Coast,2200,64169,1,157
158,-121.7993622,44.63914108,Linn,OR,Oregon,LC,Left Coast,2197,64032,1,158
159,-121.7936401,44.58184814,Linn,OR,Oregon,LC,Left Coast,2197,64033,1,159
160,-121.8222809,44.55319595,Linn,OR,Oregon,LC,Left Coast,2197,64034,1,160
161,-121.8165588,44.53027725,Linn,OR,Oregon,LC,Left Coast,2197,64035,1,161
162,-121.8509293,44.49590302,Linn,OR,Oregon,LC,Left Coast,2197,64036,1,162
163,-121.8394699,44.43287659,Linn,OR,Oregon,LC,Left Coast,2197,64037,1,163
164,-121.8452072,44.39276886,Linn,OR,Oregon,LC,Left Coast,2197,64038,1,164
165,-121.8509293,44.36412048,Linn,OR,Oregon,LC,Left Coast,2197,64039,1,165
166,-121.8394699,44.34120178,Linn,OR,Oregon,LC,Left Coast,2197,64040,1,166
167,-121.8337479,44.29536819,Linn,OR,Oregon,LC,Left Coast,2197,64041,1,167
168,-121.8165588,44.27244949,Linn,OR,Oregon,LC,Left Coast,2197,64043,1,168
169,-121.8452072,44.27817917,Linn,OR,Oregon,LC,Left Coast,2197,64042,1,169
