"","Long","Lat","County","StateCode","State","NationCode","Nation","Group","Order"
"1303",-92.7103042602539,30.9053421020508,"Allen","LA","Louisiana","NF","New France",1080,32212
"1304",-92.595703125,30.8996162414551,"Allen","LA","Louisiana","NF","New France",1080,32213
"1305",-91.1289367675781,30.0573673248291,"Ascension","LA","Louisiana","DS","Deep South",1081,32215
"1306",-91.0200805664062,30.3266544342041,"Ascension","LA","Louisiana","DS","Deep South",1081,32222
"1307",-90.9742431640625,30.3438453674316,"Ascension","LA","Louisiana","DS","Deep South",1081,32223
"1308",-90.9398651123047,30.3438453674316,"Ascension","LA","Louisiana","DS","Deep South",1081,32224
"1309",-90.8940277099609,30.3438453674316,"Ascension","LA","Louisiana","DS","Deep South",1081,32225
"1310",-90.8711013793945,30.3438453674316,"Ascension","LA","Louisiana","DS","Deep South",1081,32226
"1311",-90.8539199829102,30.3438453674316,"Ascension","LA","Louisiana","DS","Deep South",1081,32227
"1312",-90.8310012817383,30.3323860168457,"Ascension","LA","Louisiana","DS","Deep South",1081,32228
"1313",-90.8195419311523,30.286548614502,"Ascension","LA","Louisiana","DS","Deep South",1081,32229
"1314",-90.7393264770508,30.2808208465576,"Ascension","LA","Louisiana","DS","Deep South",1081,32230
"1315",-90.7450561523438,30.2464408874512,"Ascension","LA","Louisiana","DS","Deep South",1081,32231
"1316",-90.7106781005859,30.1948757171631,"Ascension","LA","Louisiana","DS","Deep South",1081,32232
"1317",-90.693489074707,30.1834144592285,"Ascension","LA","Louisiana","DS","Deep South",1081,32233
"1318",-90.6820297241211,30.1891460418701,"Ascension","LA","Louisiana","DS","Deep South",1081,32234
"1319",-90.6763000488281,30.2063331604004,"Ascension","LA","Louisiana","DS","Deep South",1081,32235
"1320",-90.6591110229492,30.217794418335,"Ascension","LA","Louisiana","DS","Deep South",1081,32236
"1321",-90.6591110229492,30.2292518615723,"Ascension","LA","Louisiana","DS","Deep South",1081,32237
"1322",-90.6533889770508,30.2292518615723,"Ascension","LA","Louisiana","DS","Deep South",1081,32238
"1323",-90.6476516723633,30.2292518615723,"Ascension","LA","Louisiana","DS","Deep South",1081,32239
"1324",-90.6361923217773,30.217794418335,"Ascension","LA","Louisiana","DS","Deep South",1081,32240
"1325",-90.6419219970703,30.1604995727539,"Ascension","LA","Louisiana","DS","Deep South",1081,32241
"1326",-90.9284057617188,30.1146621704102,"Ascension","LA","Louisiana","DS","Deep South",1081,32242
"1327",-90.9398651123047,30.0860137939453,"Ascension","LA","Louisiana","DS","Deep South",1081,32243
"1328",-90.9455871582031,30.0573673248291,"Ascension","LA","Louisiana","DS","Deep South",1081,32244
"1329",-90.9857025146484,30.0630950927734,"Ascension","LA","Louisiana","DS","Deep South",1081,32245
"1330",-90.9971542358398,30.0630950927734,"Ascension","LA","Louisiana","DS","Deep South",1081,32246
"1331",-91.0086135864258,30.0802822113037,"Ascension","LA","Louisiana","DS","Deep South",1081,32247
"1332",-91.06591796875,30.0802822113037,"Ascension","LA","Louisiana","DS","Deep South",1081,32248
"1333",-91.06591796875,30.0688247680664,"Ascension","LA","Louisiana","DS","Deep South",1081,32249
"1334",-91.0773696899414,30.074556350708,"Ascension","LA","Louisiana","DS","Deep South",1081,32250
"1335",-91.1002883911133,30.0688247680664,"Ascension","LA","Louisiana","DS","Deep South",1081,32251
"1336",-91.1060180664062,30.0573673248291,"Ascension","LA","Louisiana","DS","Deep South",1081,32252
"1337",-91.1289367675781,30.0573673248291,"Ascension","LA","Louisiana","DS","Deep South",1081,32253
"1338",-91.2320709228516,30.0229873657227,"Assumption","LA","Louisiana","NF","New France",1082,32255
"1339",-91.1289367675781,30.0573673248291,"Assumption","LA","Louisiana","NF","New France",1082,32256
"1340",-91.1060180664062,30.0573673248291,"Assumption","LA","Louisiana","NF","New France",1082,32257
"1341",-91.1002883911133,30.0688247680664,"Assumption","LA","Louisiana","NF","New France",1082,32258
"1342",-91.0773696899414,30.074556350708,"Assumption","LA","Louisiana","NF","New France",1082,32259
"1343",-91.06591796875,30.0688247680664,"Assumption","LA","Louisiana","NF","New France",1082,32260
"1344",-91.06591796875,30.0802822113037,"Assumption","LA","Louisiana","NF","New France",1082,32261
"1345",-91.0086135864258,30.0802822113037,"Assumption","LA","Louisiana","NF","New France",1082,32262
"1346",-90.9971542358398,30.0630950927734,"Assumption","LA","Louisiana","NF","New France",1082,32263
"1347",-90.9857025146484,30.0630950927734,"Assumption","LA","Louisiana","NF","New France",1082,32264
"1348",-90.9455871582031,30.0573673248291,"Assumption","LA","Louisiana","NF","New France",1082,32265
"1349",-91.2320709228516,30.0229873657227,"Assumption","LA","Louisiana","NF","New France",1082,32293
"1350",-92.326416015625,30.9626407623291,"Avoyelles","LA","Louisiana","NF","New France",1083,32295
"1351",-92.2175598144531,30.9683685302734,"Avoyelles","LA","Louisiana","NF","New France",1083,32296
"1352",-92.2175598144531,31.0199356079102,"Avoyelles","LA","Louisiana","NF","New France",1083,32297
"1353",-92.240478515625,31.1517143249512,"Avoyelles","LA","Louisiana","NF","New France",1083,32298
"1354",-92.240478515625,31.180362701416,"Avoyelles","LA","Louisiana","NF","New France",1083,32299
"1355",-92.246208190918,31.3178730010986,"Avoyelles","LA","Louisiana","NF","New France",1083,32300
"1356",-92.240478515625,31.3236026763916,"Avoyelles","LA","Louisiana","NF","New France",1083,32301
"1357",-92.2232818603516,31.3407917022705,"Avoyelles","LA","Louisiana","NF","New France",1083,32302
"1358",-92.2118301391602,31.3350601196289,"Avoyelles","LA","Louisiana","NF","New France",1083,32303
"1359",-92.1889038085938,31.3236026763916,"Avoyelles","LA","Louisiana","NF","New France",1083,32304
"1360",-92.1602630615234,31.3064136505127,"Avoyelles","LA","Louisiana","NF","New France",1083,32305
"1361",-92.1316146850586,31.3064136505127,"Avoyelles","LA","Louisiana","NF","New France",1083,32306
"1362",-92.0972290039062,31.3236026763916,"Avoyelles","LA","Louisiana","NF","New France",1083,32307
"1363",-92.0800476074219,31.3465213775635,"Avoyelles","LA","Louisiana","NF","New France",1083,32308
"1364",-92.0284805297852,31.3522510528564,"Avoyelles","LA","Louisiana","NF","New France",1083,32309
"1365",-92.0112915039062,31.3465213775635,"Avoyelles","LA","Louisiana","NF","New France",1083,32310
"1366",-92.0112915039062,31.3064136505127,"Avoyelles","LA","Louisiana","NF","New France",1083,32311
"1367",-92.0227508544922,31.2949542999268,"Avoyelles","LA","Louisiana","NF","New France",1083,32312
"1368",-92.0227508544922,31.2834949493408,"Avoyelles","LA","Louisiana","NF","New France",1083,32313
"1369",-91.9941024780273,31.2663078308105,"Avoyelles","LA","Louisiana","NF","New France",1083,32314
"1370",-91.9998321533203,31.2433891296387,"Avoyelles","LA","Louisiana","NF","New France",1083,32315
"1371",-91.9941024780273,31.2376575469971,"Avoyelles","LA","Louisiana","NF","New France",1083,32316
"1372",-91.9826431274414,31.2433891296387,"Avoyelles","LA","Louisiana","NF","New France",1083,32317
"1373",-91.9654541015625,31.2433891296387,"Avoyelles","LA","Louisiana","NF","New France",1083,32318
"1374",-91.9482650756836,31.2433891296387,"Avoyelles","LA","Louisiana","NF","New France",1083,32319
"1375",-91.9310836791992,31.2433891296387,"Avoyelles","LA","Louisiana","NF","New France",1083,32320
"1376",-91.9310836791992,31.2491188049316,"Avoyelles","LA","Louisiana","NF","New France",1083,32321
"1377",-91.9425354003906,31.2834949493408,"Avoyelles","LA","Louisiana","NF","New France",1083,32322
"1378",-91.9368057250977,31.2949542999268,"Avoyelles","LA","Louisiana","NF","New France",1083,32323
"1379",-91.9253540039062,31.3006839752197,"Avoyelles","LA","Louisiana","NF","New France",1083,32324
"1380",-91.8852462768555,31.2949542999268,"Avoyelles","LA","Louisiana","NF","New France",1083,32325
"1381",-91.873779296875,31.2834949493408,"Avoyelles","LA","Louisiana","NF","New France",1083,32326
"1382",-91.8508605957031,31.2777652740479,"Avoyelles","LA","Louisiana","NF","New France",1083,32327
"1383",-91.8394088745117,31.2663078308105,"Avoyelles","LA","Louisiana","NF","New France",1083,32328
"1384",-91.8222122192383,31.254846572876,"Avoyelles","LA","Louisiana","NF","New France",1083,32329
"1385",-91.787841796875,31.2319278717041,"Avoyelles","LA","Louisiana","NF","New France",1083,32330
"1386",-91.7534637451172,31.2204704284668,"Avoyelles","LA","Louisiana","NF","New France",1083,32331
"1387",-91.7420043945312,31.2090129852295,"Avoyelles","LA","Louisiana","NF","New France",1083,32332
"1388",-91.7248153686523,31.2090129852295,"Avoyelles","LA","Louisiana","NF","New France",1083,32333
"1389",-91.7133560180664,31.2090129852295,"Avoyelles","LA","Louisiana","NF","New France",1083,32334
"1390",-91.6789779663086,31.1975517272949,"Avoyelles","LA","Louisiana","NF","New France",1083,32335
"1391",-91.6732482910156,31.1860942840576,"Avoyelles","LA","Louisiana","NF","New France",1083,32336
"1392",-91.6847076416016,31.1631755828857,"Avoyelles","LA","Louisiana","NF","New France",1083,32337
"1393",-91.7133560180664,31.1631755828857,"Avoyelles","LA","Louisiana","NF","New France",1083,32338
"1394",-91.7248153686523,31.1517143249512,"Avoyelles","LA","Louisiana","NF","New France",1083,32339
"1395",-91.7248153686523,31.1287956237793,"Avoyelles","LA","Louisiana","NF","New France",1083,32340
"1396",-91.7190856933594,31.1116065979004,"Avoyelles","LA","Louisiana","NF","New France",1083,32341
"1397",-91.7190856933594,31.0772304534912,"Avoyelles","LA","Louisiana","NF","New France",1083,32342
"1398",-91.7305374145508,31.0485820770264,"Avoyelles","LA","Louisiana","NF","New France",1083,32343
"1399",-91.7477340698242,31.0256633758545,"Avoyelles","LA","Louisiana","NF","New France",1083,32344
"1400",-91.7591934204102,31.0142059326172,"Avoyelles","LA","Louisiana","NF","New France",1083,32345
"1401",-91.787841796875,30.9912872314453,"Avoyelles","LA","Louisiana","NF","New France",1083,32346
"1402",-91.7993011474609,30.9683685302734,"Avoyelles","LA","Louisiana","NF","New France",1083,32347
"1403",-91.8050308227539,30.9397220611572,"Avoyelles","LA","Louisiana","NF","New France",1083,32348
"1404",-91.8050308227539,30.8766975402832,"Avoyelles","LA","Louisiana","NF","New France",1083,32349
"1405",-91.8279418945312,30.8652362823486,"Avoyelles","LA","Louisiana","NF","New France",1083,32350
"1406",-91.8279418945312,30.8595085144043,"Avoyelles","LA","Louisiana","NF","New France",1083,32351
"1407",-91.8107528686523,30.8595085144043,"Avoyelles","LA","Louisiana","NF","New France",1083,32352
"1408",-91.7993011474609,30.8480472564697,"Avoyelles","LA","Louisiana","NF","New France",1083,32353
"1409",-92.326416015625,30.9626407623291,"Avoyelles","LA","Louisiana","NF","New France",1083,32360
"1410",-93.1285552978516,30.4297866821289,"Beauregard","LA","Louisiana","DS","Deep South",1084,32362
"1411",-93.1285552978516,30.4125995635986,"Beauregard","LA","Louisiana","DS","Deep South",1084,32363
"1412",-93.3806610107422,30.4125995635986,"Beauregard","LA","Louisiana","DS","Deep South",1084,32364
"1413",-93.3806610107422,30.4928131103516,"Beauregard","LA","Louisiana","DS","Deep South",1084,32365
"1414",-93.4837951660156,30.4928131103516,"Beauregard","LA","Louisiana","DS","Deep South",1084,32366
"1415",-93.4837951660156,30.4125995635986,"Beauregard","LA","Louisiana","DS","Deep South",1084,32367
"1416",-93.7301635742188,30.4183292388916,"Beauregard","LA","Louisiana","DS","Deep South",1084,32368
"1417",-92.968132019043,30.8766975402832,"Beauregard","LA","Louisiana","DS","Deep South",1084,32390
"1418",-92.968132019043,30.6016750335693,"Beauregard","LA","Louisiana","DS","Deep South",1084,32391
"1419",-93.1285552978516,30.6016750335693,"Beauregard","LA","Louisiana","DS","Deep South",1084,32392
"1420",-93.1285552978516,30.4297866821289,"Beauregard","LA","Louisiana","DS","Deep South",1084,32393
"1421",-93.678596496582,30.2464408874512,"Calcasieu","LA","Louisiana","NF","New France",1088,32616
"1422",-93.7129745483398,30.2808208465576,"Calcasieu","LA","Louisiana","NF","New France",1088,32617
"1423",-93.7473526000977,30.3209266662598,"Calcasieu","LA","Louisiana","NF","New France",1088,32618
"1424",-93.7588119506836,30.3323860168457,"Calcasieu","LA","Louisiana","NF","New France",1088,32619
"1425",-93.7530822753906,30.4011421203613,"Calcasieu","LA","Louisiana","NF","New France",1088,32620
"1426",-93.7301635742188,30.4183292388916,"Calcasieu","LA","Louisiana","NF","New France",1088,32621
"1427",-93.4837951660156,30.4125995635986,"Calcasieu","LA","Louisiana","NF","New France",1088,32622
"1428",-93.4837951660156,30.4928131103516,"Calcasieu","LA","Louisiana","NF","New France",1088,32623
"1429",-93.3806610107422,30.4928131103516,"Calcasieu","LA","Louisiana","NF","New France",1088,32624
"1430",-93.3806610107422,30.4125995635986,"Calcasieu","LA","Louisiana","NF","New France",1088,32625
"1431",-93.1285552978516,30.4125995635986,"Calcasieu","LA","Louisiana","NF","New France",1088,32626
"1432",-93.7129745483398,30.0688247680664,"Calcasieu","LA","Louisiana","NF","New France",1088,32642
"1433",-93.7244338989258,30.0917434692383,"Calcasieu","LA","Louisiana","NF","New France",1088,32643
"1434",-93.7015228271484,30.137580871582,"Calcasieu","LA","Louisiana","NF","New France",1088,32644
"1435",-93.684326171875,30.2006072998047,"Calcasieu","LA","Louisiana","NF","New France",1088,32645
"1436",-93.6900634765625,30.2235221862793,"Calcasieu","LA","Louisiana","NF","New France",1088,32646
"1437",-93.678596496582,30.2464408874512,"Calcasieu","LA","Louisiana","NF","New France",1088,32647
"1438",-93.8447570800781,29.7365093231201,"Cameron","LA","Louisiana","NF","New France",1090,32709
"1439",-93.8848648071289,29.7766151428223,"Cameron","LA","Louisiana","NF","New France",1090,32710
"1440",-93.9077835083008,29.7766151428223,"Cameron","LA","Louisiana","NF","New France",1090,32711
"1441",-93.9307022094727,29.7995338439941,"Cameron","LA","Louisiana","NF","New France",1090,32712
"1442",-93.9307022094727,29.822452545166,"Cameron","LA","Louisiana","NF","New France",1090,32713
"1443",-93.9077835083008,29.8511028289795,"Cameron","LA","Louisiana","NF","New France",1090,32714
"1444",-93.861946105957,29.8797492980957,"Cameron","LA","Louisiana","NF","New France",1090,32715
"1445",-93.8332977294922,29.9255867004395,"Cameron","LA","Louisiana","NF","New France",1090,32716
"1446",-93.8046493530273,29.9599628448486,"Cameron","LA","Louisiana","NF","New France",1090,32717
"1447",-93.7989196777344,29.9771499633789,"Cameron","LA","Louisiana","NF","New France",1090,32718
"1448",-93.7645416259766,30.0172576904297,"Cameron","LA","Louisiana","NF","New France",1090,32719
"1449",-93.7416305541992,30.0401763916016,"Cameron","LA","Louisiana","NF","New France",1090,32720
"1450",-93.7129745483398,30.0688247680664,"Cameron","LA","Louisiana","NF","New France",1090,32721
"1451",-91.8394088745117,31.2663078308105,"Catahoula","LA","Louisiana","DS","Deep South",1091,32802
"1452",-91.8508605957031,31.2777652740479,"Catahoula","LA","Louisiana","DS","Deep South",1091,32803
"1453",-91.873779296875,31.2834949493408,"Catahoula","LA","Louisiana","DS","Deep South",1091,32804
"1454",-91.8852462768555,31.2949542999268,"Catahoula","LA","Louisiana","DS","Deep South",1091,32805
"1455",-91.9253540039062,31.3006839752197,"Catahoula","LA","Louisiana","DS","Deep South",1091,32806
"1456",-91.9368057250977,31.2949542999268,"Catahoula","LA","Louisiana","DS","Deep South",1091,32807
"1457",-91.9425354003906,31.2834949493408,"Catahoula","LA","Louisiana","DS","Deep South",1091,32808
"1458",-91.9310836791992,31.2491188049316,"Catahoula","LA","Louisiana","DS","Deep South",1091,32809
"1459",-91.9310836791992,31.2433891296387,"Catahoula","LA","Louisiana","DS","Deep South",1091,32810
"1460",-91.9482650756836,31.2433891296387,"Catahoula","LA","Louisiana","DS","Deep South",1091,32811
"1461",-91.9654541015625,31.2433891296387,"Catahoula","LA","Louisiana","DS","Deep South",1091,32812
"1462",-91.9826431274414,31.2433891296387,"Catahoula","LA","Louisiana","DS","Deep South",1091,32813
"1463",-91.9941024780273,31.2376575469971,"Catahoula","LA","Louisiana","DS","Deep South",1091,32814
"1464",-91.9998321533203,31.2433891296387,"Catahoula","LA","Louisiana","DS","Deep South",1091,32815
"1465",-91.9941024780273,31.2663078308105,"Catahoula","LA","Louisiana","DS","Deep South",1091,32816
"1466",-92.0227508544922,31.2834949493408,"Catahoula","LA","Louisiana","DS","Deep South",1091,32817
"1467",-92.0227508544922,31.2949542999268,"Catahoula","LA","Louisiana","DS","Deep South",1091,32818
"1468",-92.0112915039062,31.3064136505127,"Catahoula","LA","Louisiana","DS","Deep South",1091,32819
"1469",-92.0112915039062,31.3465213775635,"Catahoula","LA","Louisiana","DS","Deep South",1091,32820
"1470",-91.7190856933594,31.0772304534912,"Concordia","LA","Louisiana","DS","Deep South",1093,32846
"1471",-91.7190856933594,31.1116065979004,"Concordia","LA","Louisiana","DS","Deep South",1093,32847
"1472",-91.7248153686523,31.1287956237793,"Concordia","LA","Louisiana","DS","Deep South",1093,32848
"1473",-91.7248153686523,31.1517143249512,"Concordia","LA","Louisiana","DS","Deep South",1093,32849
"1474",-91.7133560180664,31.1631755828857,"Concordia","LA","Louisiana","DS","Deep South",1093,32850
"1475",-91.6847076416016,31.1631755828857,"Concordia","LA","Louisiana","DS","Deep South",1093,32851
"1476",-91.6732482910156,31.1860942840576,"Concordia","LA","Louisiana","DS","Deep South",1093,32852
"1477",-91.6789779663086,31.1975517272949,"Concordia","LA","Louisiana","DS","Deep South",1093,32853
"1478",-91.7133560180664,31.2090129852295,"Concordia","LA","Louisiana","DS","Deep South",1093,32854
"1479",-91.7248153686523,31.2090129852295,"Concordia","LA","Louisiana","DS","Deep South",1093,32855
"1480",-91.7420043945312,31.2090129852295,"Concordia","LA","Louisiana","DS","Deep South",1093,32856
"1481",-91.7534637451172,31.2204704284668,"Concordia","LA","Louisiana","DS","Deep South",1093,32857
"1482",-91.787841796875,31.2319278717041,"Concordia","LA","Louisiana","DS","Deep South",1093,32858
"1483",-91.8222122192383,31.254846572876,"Concordia","LA","Louisiana","DS","Deep South",1093,32859
"1484",-91.8394088745117,31.2663078308105,"Concordia","LA","Louisiana","DS","Deep South",1093,32860
"1485",-91.7190856933594,31.0772304534912,"Concordia","LA","Louisiana","DS","Deep South",1093,32950
"1486",-90.9054794311523,30.6475124359131,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33009
"1487",-90.8940277099609,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33022
"1488",-90.9398651123047,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33023
"1489",-90.9742431640625,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33024
"1490",-91.0200805664062,30.3266544342041,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33025
"1491",-91.0544509887695,30.3209266662598,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33026
"1492",-91.0888290405273,30.3209266662598,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33027
"1493",-91.1289367675781,30.3151969909668,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33028
"1494",-91.15185546875,30.3209266662598,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33029
"1495",-91.1690444946289,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33030
"1496",-91.1862335205078,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33031
"1497",-91.2206115722656,30.3438453674316,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33032
"1498",-91.2492599487305,30.3610343933105,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33033
"1499",-91.23779296875,30.3896808624268,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33034
"1500",-91.2091522216797,30.4469795227051,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33035
"1501",-91.2091522216797,30.5100040435791,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33036
"1502",-91.2206115722656,30.5157318115234,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33037
"1503",-91.23779296875,30.5157318115234,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33038
"1504",-91.2664489746094,30.5100040435791,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33039
"1505",-91.2779006958008,30.5157318115234,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33040
"1506",-91.2836303710938,30.527193069458,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33041
"1507",-91.2779006958008,30.5386505126953,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33042
"1508",-91.2664489746094,30.5558376312256,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33043
"1509",-91.2664489746094,30.5672988891602,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33044
"1510",-91.2893676757812,30.5730266571045,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33045
"1511",-91.3065567016602,30.5844879150391,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33046
"1512",-91.3065567016602,30.6074066162109,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33047
"1513",-91.3065567016602,30.6417827606201,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33048
"1514",-91.3180084228516,30.6876201629639,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33049
"1515",-91.3065567016602,30.6990776062012,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33050
"1516",-91.3008270263672,30.6876201629639,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33051
"1517",-91.23779296875,30.7048072814941,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33052
"1518",-91.1747741699219,30.7048072814941,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33053
"1519",-90.8424606323242,30.721996307373,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33054
"1520",-90.8424606323242,30.7105388641357,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33055
"1521",-90.8596496582031,30.6876201629639,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33056
"1522",-90.8940277099609,30.670431137085,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33057
"1523",-90.9054794311523,30.6475124359131,"East Baton Rouge","LA","Louisiana","NF","New France",1095,33058
"1524",-91.3065567016602,30.6990776062012,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33114
"1525",-90.8424606323242,30.721996307373,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33137
"1526",-91.1747741699219,30.7048072814941,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33138
"1527",-91.23779296875,30.7048072814941,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33139
"1528",-91.3008270263672,30.6876201629639,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33140
"1529",-91.3065567016602,30.6990776062012,"East Feliciana","LA","Louisiana","DS","Deep South",1097,33141
"1530",-92.595703125,30.8996162414551,"Evangeline","LA","Louisiana","NF","New France",1098,33151
"1531",-92.5670623779297,30.9053421020508,"Evangeline","LA","Louisiana","NF","New France",1098,33152
"1532",-92.504035949707,30.9053421020508,"Evangeline","LA","Louisiana","NF","New France",1098,33153
"1533",-92.4925765991211,30.9168033599854,"Evangeline","LA","Louisiana","NF","New France",1098,33154
"1534",-92.4753875732422,30.9225311279297,"Evangeline","LA","Louisiana","NF","New France",1098,33155
"1535",-92.4639282226562,30.9511795043945,"Evangeline","LA","Louisiana","NF","New France",1098,33156
"1536",-92.4581985473633,30.9683685302734,"Evangeline","LA","Louisiana","NF","New France",1098,33157
"1537",-92.4467391967773,30.9683685302734,"Evangeline","LA","Louisiana","NF","New France",1098,33158
"1538",-92.4180908203125,30.9970169067383,"Evangeline","LA","Louisiana","NF","New France",1098,33159
"1539",-92.4009017944336,31.0142059326172,"Evangeline","LA","Louisiana","NF","New France",1098,33160
"1540",-92.3779907226562,31.0142059326172,"Evangeline","LA","Louisiana","NF","New France",1098,33161
"1541",-92.3607940673828,31.0027484893799,"Evangeline","LA","Louisiana","NF","New France",1098,33162
"1542",-92.3378829956055,30.9912872314453,"Evangeline","LA","Louisiana","NF","New France",1098,33163
"1543",-92.326416015625,30.9626407623291,"Evangeline","LA","Louisiana","NF","New France",1098,33164
"1544",-91.3695755004883,30.0630950927734,"Iberia","LA","Louisiana","NF","New France",1101,33352
"1545",-91.2779006958008,30.0688247680664,"Iberia","LA","Louisiana","NF","New France",1101,33353
"1546",-91.2664489746094,30.0401763916016,"Iberia","LA","Louisiana","NF","New France",1101,33354
"1547",-91.2435302734375,30.0401763916016,"Iberia","LA","Louisiana","NF","New France",1101,33355
"1548",-91.2320709228516,30.0229873657227,"Iberia","LA","Louisiana","NF","New France",1101,33356
"1549",-91.15185546875,30.3209266662598,"Iberville","LA","Louisiana","DS","Deep South",1102,33380
"1550",-91.1289367675781,30.3151969909668,"Iberville","LA","Louisiana","DS","Deep South",1102,33381
"1551",-91.0888290405273,30.3209266662598,"Iberville","LA","Louisiana","DS","Deep South",1102,33382
"1552",-91.0544509887695,30.3209266662598,"Iberville","LA","Louisiana","DS","Deep South",1102,33383
"1553",-91.0200805664062,30.3266544342041,"Iberville","LA","Louisiana","DS","Deep South",1102,33384
"1554",-91.1289367675781,30.0573673248291,"Iberville","LA","Louisiana","DS","Deep South",1102,33391
"1555",-91.2320709228516,30.0229873657227,"Iberville","LA","Louisiana","DS","Deep South",1102,33392
"1556",-91.2435302734375,30.0401763916016,"Iberville","LA","Louisiana","DS","Deep South",1102,33393
"1557",-91.2664489746094,30.0401763916016,"Iberville","LA","Louisiana","DS","Deep South",1102,33394
"1558",-91.2779006958008,30.0688247680664,"Iberville","LA","Louisiana","DS","Deep South",1102,33395
"1559",-91.3695755004883,30.0630950927734,"Iberville","LA","Louisiana","DS","Deep South",1102,33396
"1560",-91.3810424804688,30.0917434692383,"Iberville","LA","Louisiana","DS","Deep South",1102,33397
"1561",-91.3867721557617,30.0974750518799,"Iberville","LA","Louisiana","DS","Deep South",1102,33398
"1562",-91.4096832275391,30.1032009124756,"Iberville","LA","Louisiana","DS","Deep South",1102,33399
"1563",-91.4669799804688,30.1089324951172,"Iberville","LA","Louisiana","DS","Deep South",1102,33400
"1564",-91.4784469604492,30.1719570159912,"Iberville","LA","Louisiana","DS","Deep South",1102,33401
"1565",-91.4956283569336,30.2006072998047,"Iberville","LA","Louisiana","DS","Deep South",1102,33402
"1566",-91.4898986816406,30.2235221862793,"Iberville","LA","Louisiana","DS","Deep South",1102,33403
"1567",-91.4956283569336,30.2292518615723,"Iberville","LA","Louisiana","DS","Deep South",1102,33404
"1568",-91.5357360839844,30.2407131195068,"Iberville","LA","Louisiana","DS","Deep South",1102,33405
"1569",-91.5701141357422,30.2464408874512,"Iberville","LA","Louisiana","DS","Deep South",1102,33406
"1570",-91.5873031616211,30.269359588623,"Iberville","LA","Louisiana","DS","Deep South",1102,33407
"1571",-91.6216812133789,30.3094673156738,"Iberville","LA","Louisiana","DS","Deep South",1102,33408
"1572",-91.6388702392578,30.3151969909668,"Iberville","LA","Louisiana","DS","Deep South",1102,33409
"1573",-91.6617889404297,30.3323860168457,"Iberville","LA","Louisiana","DS","Deep South",1102,33410
"1574",-91.6675186157227,30.3381156921387,"Iberville","LA","Louisiana","DS","Deep South",1102,33411
"1575",-91.6617889404297,30.3667621612549,"Iberville","LA","Louisiana","DS","Deep South",1102,33412
"1576",-91.6503295898438,30.4125995635986,"Iberville","LA","Louisiana","DS","Deep South",1102,33413
"1577",-91.6675186157227,30.4412479400635,"Iberville","LA","Louisiana","DS","Deep South",1102,33414
"1578",-91.6617889404297,30.4584369659424,"Iberville","LA","Louisiana","DS","Deep South",1102,33415
"1579",-91.6789779663086,30.4584369659424,"Iberville","LA","Louisiana","DS","Deep South",1102,33416
"1580",-91.6847076416016,30.4698944091797,"Iberville","LA","Louisiana","DS","Deep South",1102,33417
"1581",-91.6847076416016,30.4813556671143,"Iberville","LA","Louisiana","DS","Deep South",1102,33418
