nOld,Long,Lat,County,StateCode,State,NationCode,Nation,Group,Order,NationGroup,n
125,-111.1652679,33.67845917,Maricopa,AZ,Arizona,EN,El Norte,74,3649,3,125
126,-111.0678711,33.5123024,Maricopa,AZ,Arizona,EN,El Norte,74,3650,3,126
127,-111.0564117,33.50084305,Maricopa,AZ,Arizona,EN,El Norte,74,3651,3,127
128,-111.0449524,33.46073532,Maricopa,AZ,Arizona,EN,El Norte,74,3652,3,128
129,-111.0449524,33.46073532,Pinal,AZ,Arizona,EN,El Norte,78,3860,3,129
130,-111.016304,33.43209076,Pinal,AZ,Arizona,EN,El Norte,78,3861,3,130
131,-110.9704666,33.3289566,Pinal,AZ,Arizona,EN,El Norte,78,3862,3,131
132,-110.9590073,33.27738953,Pinal,AZ,Arizona,EN,El Norte,78,3863,3,132
133,-110.9303589,33.24301147,Pinal,AZ,Arizona,EN,El Norte,78,3864,3,133
134,-110.7928467,32.9851799,Pinal,AZ,Arizona,EN,El Norte,78,3865,3,134
135,-110.7641983,32.9851799,Pinal,AZ,Arizona,EN,El Norte,78,3866,3,135
136,-110.7298279,33.01382828,Pinal,AZ,Arizona,EN,El Norte,78,3867,3,136
137,-110.7126312,33.08258438,Pinal,AZ,Arizona,EN,El Norte,78,3868,3,137
138,-110.6782532,33.09404373,Pinal,AZ,Arizona,EN,El Norte,78,3869,3,138
139,-110.6610641,33.11696243,Pinal,AZ,Arizona,EN,El Norte,78,3870,3,139
140,-110.6209564,33.14560699,Pinal,AZ,Arizona,EN,El Norte,78,3871,3,140
141,-110.5865784,33.14560699,Pinal,AZ,Arizona,EN,El Norte,78,3872,3,141
142,-110.5522079,33.16279984,Pinal,AZ,Arizona,EN,El Norte,78,3873,3,142
143,-110.5063705,33.1914444,Pinal,AZ,Arizona,EN,El Norte,78,3874,3,143
144,-110.4834518,33.1914444,Pinal,AZ,Arizona,EN,El Norte,78,3875,3,144
145,-110.4605331,33.20290375,Graham,AZ,Arizona,EN,El Norte,72,3563,3,145
146,-110.4605331,33.20290375,Pinal,AZ,Arizona,EN,El Norte,78,3838,3,146
147,-110.4605331,33.20290375,Pinal,AZ,Arizona,EN,El Norte,78,3876,3,147
151,-110.4204254,33.19717407,Graham,AZ,Arizona,EN,El Norte,72,3564,3,148
152,-110.4032364,33.19717407,Graham,AZ,Arizona,EN,El Norte,72,3565,3,149
150,-110.4376144,33.24874115,Graham,AZ,Arizona,EN,El Norte,72,3566,3,150
148,-110.4548035,33.28884506,Graham,AZ,Arizona,EN,El Norte,72,3567,3,151
149,-110.4490738,33.35760117,Graham,AZ,Arizona,EN,El Norte,72,3568,3,152
153,-110.4032364,33.40343857,Graham,AZ,Arizona,EN,El Norte,72,3569,3,153
154,-110.368866,33.40343857,Graham,AZ,Arizona,EN,El Norte,72,3570,3,154
155,-110.3516693,33.43781662,Graham,AZ,Arizona,EN,El Norte,72,3571,3,155
156,-110.3001022,33.43781662,Graham,AZ,Arizona,EN,El Norte,72,3572,3,156
157,-110.2370834,33.47219467,Graham,AZ,Arizona,EN,El Norte,72,3573,3,157
159,-110.0136261,33.47219467,Graham,AZ,Arizona,EN,El Norte,72,3574,3,158
158,-110.0136261,33.58678436,Graham,AZ,Arizona,EN,El Norte,72,3525,3,159
160,-110.0136261,33.58678436,Graham,AZ,Arizona,EN,El Norte,72,3575,3,160
161,-109.9735184,33.58678436,Graham,AZ,Arizona,EN,El Norte,72,3526,3,161
162,-109.9563293,33.57532883,Graham,AZ,Arizona,EN,El Norte,72,3527,3,162
163,-109.9219513,33.58678436,Graham,AZ,Arizona,EN,El Norte,72,3528,3,163
164,-109.8990326,33.55813599,Graham,AZ,Arizona,EN,El Norte,72,3529,3,164
165,-109.8875732,33.55241013,Graham,AZ,Arizona,EN,El Norte,72,3530,3,165
166,-109.8531952,33.54094696,Graham,AZ,Arizona,EN,El Norte,72,3531,3,166
167,-109.8360138,33.50084305,Graham,AZ,Arizona,EN,El Norte,72,3532,3,167
168,-109.8073578,33.50084305,Graham,AZ,Arizona,EN,El Norte,72,3533,3,168
169,-109.7959061,33.4893837,Graham,AZ,Arizona,EN,El Norte,72,3534,3,169
170,-109.7615204,33.4893837,Graham,AZ,Arizona,EN,El Norte,72,3535,3,170
171,-109.7328796,33.50657272,Graham,AZ,Arizona,EN,El Norte,72,3536,3,171
172,-109.7271423,33.5352211,Graham,AZ,Arizona,EN,El Norte,72,3537,3,172
173,-109.6813049,33.55241013,Graham,AZ,Arizona,EN,El Norte,72,3538,3,173
174,-109.6583939,33.59824371,Graham,AZ,Arizona,EN,El Norte,72,3539,3,174
175,-109.5667191,33.62689209,Graham,AZ,Arizona,EN,El Norte,72,3540,3,175
176,-109.5266113,33.63262177,Graham,AZ,Arizona,EN,El Norte,72,3541,3,176
177,-109.5208817,33.64408112,Graham,AZ,Arizona,EN,El Norte,72,3542,3,177
178,-109.5037003,33.64981079,Graham,AZ,Arizona,EN,El Norte,72,3543,3,178
179,-109.5037003,33.64981079,Greenlee,AZ,Arizona,EN,El Norte,73,3593,3,179
180,-109.4807739,33.65554047,Greenlee,AZ,Arizona,EN,El Norte,73,3594,3,180
181,-109.4807739,33.67845917,Greenlee,AZ,Arizona,EN,El Norte,73,3595,3,181
182,-109.4463959,33.71283722,Greenlee,AZ,Arizona,EN,El Norte,73,3596,3,182
183,-109.4062881,33.71856689,Greenlee,AZ,Arizona,EN,El Norte,73,3597,3,183
184,-109.3604507,33.73002625,Greenlee,AZ,Arizona,EN,El Norte,73,3598,3,184
